title,singer,lyric,url,image
으르렁 (Growl),EXO,"Yo Okay
나 혹시 몰라 경고하는데
잘 들어
지금 위험해
So Dangerous
자꾸 나를 자극하지마
큰일 나
나도 날 몰라
숨이 자꾸 멎는다
네가 날 향해 걸어온다
나를 보며 웃는다
너도 내게 끌리는지
눈앞이 다 캄캄해
네가 뚫어져라 쳐다볼 땐
귓가에 가까워진 숨소리
날 미치게 만드는 너인걸
아무도 널 못 보게
품에 감추고 싶어
널 노리는 시선들
내 안에 일어난 거센 소용돌이
검은 그림자 내 안에 깨어나
널 보는 두 눈에 불꽃이 튄다
그녀 곁에서 모두 다 물러나
이젠 조금씩 사나워진다
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
너 물러서지 않으면 다쳐도 몰라
날이 선 눈빛과 베일듯한 긴장감
지금 탐색 중이야 너의 주위를
Babe Babe Oh
넌 그냥 그대로 있어
나만을 바라보면서
절대 널 보내지 않아
두고 봐 Babe
흐린 공간속에서
선명하게 빛나는
널 노리는 시선들
내 안에 울리는 경보 울림소리
검은 그림자 내 안에 깨어나
널 보는 두 눈에 불꽃이 튄다
그녀 곁에서 모두 다 물러나
이젠 조금씩 사나워진다
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
너 물러서지 않으면 다쳐도 몰라
E X O 또 다른 늑대들이 볼세라
너무나 완벽한 내 여자라
품속엔 부드럽게 너를 안고
너만을 위해서 나는 난폭해지고
결국엔 강한 자가 얻게 되는 미인
자리가 없으니까 그냥 돌아가
I win
가능성 제로야 닳으니까 그만 봐
그녀를 넘본다면 나를 먼저 넘어봐
우리 말곤 하나둘씩 지워버리자
너하고 나만 여기 남아
멈춰진 듯이 워
검은 그림자 내 안에 깨어나
널 보는 두 눈에 불꽃이 튄다
그녀 곁에서 모두 다 물러나
이젠 조금씩 사나워진다
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
너 물러서지 않으면 다쳐도 몰라
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
나 으르렁 으르렁 으르렁 대
너 물러서지 않으면 다쳐도 몰라",https://www.melon.com/song/detail.htm?songId=4193337,https://cdnimg.melon.co.kr/cm/album/images/021/95/303/2195303_500.jpg/melon/resize/48/quality/80/optimize
거북이,다비치,"거북아 그 속도론 멀리 못 도망가
게다가 그 길은 더 멀고 험하잖아
상처가 아물고 다 나으면 떠나가
진심이야 그럼
그 때 보내 줄 테니까
숨지마 차라리 내 맘을 훔치지마
거짓말 느리고 느린 너의 걸음마
내 가슴 깊이 하는 말
내게로 와요
마음을 둘 곳도 없고
더 갈 곳도 없는
슬픈 거북이 한 마리
상처가 많아 너 혼자서
매일 외롭게 숨는 거니
너를 지킬 수 없고
더 사랑도 없는
내 가슴 아픈 이야기
조금 늦어도 좋아
한 걸음 한 걸음 천천히
하루만 더 지나면
괜찮아 질거야
자꾸만 주문처럼
외우는 혼잣말
거북아 널 볼 때면
내 모습 같아
눈물 나 미친 듯이
계속 흘러나와
새싹이 나겠지 꽃이 보이겠지
내 눈물의 사랑은
씨앗을 꼭 품겠지
내 가슴 깊이 하는 말
내게로 와요
마음을 둘 곳도 없고
더 갈 곳도 없는
슬픈 거북이 한 마리
상처가 많아 너 혼자서
매일 외롭게 숨는 거니
너를 지킬 수 없고
더 사랑도 없는
내 가슴 아픈 이야기
조금 늦어도 좋아
한 걸음 한 걸음 천천히
나보다 느린 네 발걸음에
맞춰 걸으며
더 이상 너 혼자 울지 않도록
you're always be my
always be my love
마음을 둘 곳도 없고
더 갈 곳도 없는
슬픈 거북이 한 마리
제발 날 떠나지마
상처가 많아 너 혼자서
매일 외롭게 숨는 거니
너를 지킬 수 없고
더 사랑도 없는
내 가슴 아픈 이야기
조금 늦어도 좋아
한 걸음 한 걸음 천천히",https://www.melon.com/song/detail.htm?songId=4047160,https://cdnimg.melon.co.kr/cm/album/images/021/76/844/2176844_500.jpg/melon/resize/48/quality/80/optimize
GENTLEMAN,싸이 (PSY),"알랑가몰라 왜 화끈해야
하는건지
알랑가몰라 왜 말끔해야
하는건지
알랑가몰라 아리까리하면
까리해
알랑가몰라 We Like We We
We Like Party 해
있잖아 말이야
이사람으로 말씀드리자면
말이야
용기 패기 똘끼 멋쟁이 말이야
너가 듣고픈말 하고픈게
난데 말이야
Damn Girl You so freakin sexy
Ah Ah Ah Ah I’m a
Ah Ah Ah Ah I’m a
Ah Ah Ah Ah I’m a mother
father gentleman
I’m a
Ah I’m a
I’m a mother father gentleman
I’m a
Ah I’m a
I’m a mother father gentleman
알랑가몰라 왜 미끈해야
하는건지
알랑가몰라 왜 쌔끈해야
하는건지
알랑가몰라 달링 빨리와서
난리해
알랑가몰라 난리난리 났어
빨리해
있잖아 말이야
너의 머리 허리 다리 종아리
말이야
Good feeling feeling Good
부드럽게 말이야
아주 그냥 헉소리나게 악소리
나게 말이야
Damn Girl I’m a party mafia
Ah Ah Ah Ah I’m a
Ah Ah Ah Ah I’m a
Ah Ah Ah Ah I’m a mother father
gentleman
I’m a
Ah I’m a
I’m a mother father gentleman
I’m a
Ah I’m a
I’m a mother father gentleman
Gonna make you sweat
Gonna make you wet
You know who I am Wet PSY
Gonna make you sweat
Gonna make you wet
You know who I am Wet PSY
Wet PSY Wet PSY Wet PSY
PSY PSY PSY
Ah I’m a mother father gentleman
I’m a
Ah I’m a
I’m a mother father gentleman
I’m a
Ah I’m a
I’m a mother father gentleman
Mother father gentleman
Mother father gentleman",https://www.melon.com/song/detail.htm?songId=4085875,https://cdnimg.melon.co.kr/cm/album/images/021/81/431/2181431_500.jpg/melon/resize/48/quality/80/optimize
"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)","애써 너에게 건냈던 말 good bye
이젠 혼자 남게된 이 밤 without you
난 아직도, I'm officially
missing you
널 기다리던 밤처럼
길고 어둡던 우리 사이 공백
이게 끝이 아니길 바래
I wanna go back
너가 원하던 거
다 고친 지금에야
넌 어디로 갔는지
난 홀로 남아 lonely
오늘 따라 부는 바람도
참 시린 것 같은데
넌 왜이리 멀쩡해 보이는 건지
눈치도 없는 너지만
예전처럼만 웃어주면 돼
Ooo can't nobody do it like you
Said every little thing you do
Hey baby say it
stays on my mind
And I I'm officially missing you
나에겐 너 하나뿐인 걸
너 땜에 아파하는 걸
널 잊으려고 노력해봐도 잘 안돼
널 미워하는 건
too hard 너무 어려워
날 몰라주는 너도 서러워
I'm officially missing you
officially missing you
yeah I'm officially missing you, too
내가 아무 말도 하지 못한 이유
우리 사이 공백은 너무 길고
어떤 단어보다 너가 meaningful
on another round
더 멀어져 가며 흘러가는
어색했던 오늘 하루가
내겐 아쉽고 어제로 남아있어
이 밤이 지나도 아직도 여기 있어
여전히 내 머릿속 너 때문에
늘 뒤척거리는 매일 밤
내 마음만 더 지쳐가
가로등 불은 거릴 비춰
흔들거리는 속을 변기 위에 비워
어 아무리 속을 비워도
남은 추억으로 취해 어지럽고
girl 난 아직 기댈 곳이 필요해
so 이 노래로 너를 씻어내
습관처럼 그리워해
날 보며 웃는 니 사진을
내 두 눈에 담고 미소를 지으면
다시 할 수 있을까 oh 그날처럼
나에겐 너 하나뿐인 걸
너 땜에 아파하는 걸
널 잊으려고 노력해봐도 잘 안돼
널 미워하는 건
추억 속 너에겐 못된 일이라
난 할 수가 없어
이렇게 널 그리워하는 날
알고 있는지
나에겐 너 하나뿐인 걸
너 땜에 아파하는 걸
널 잊으려고 노력해봐도 잘 안돼
널 미워하는 건
too hard 너무 어려워
날 몰라주는 너도 서러워
I'm officially missing you
officially missing you
can't nobody do it like you
Said every little thing you do
Hey baby say it
stays on my mind
And I
I'm officially missing you",https://www.melon.com/song/detail.htm?songId=3946867,https://cdnimg.melon.co.kr/cm/album/images/021/65/024/2165024_500.jpg/melon/resize/48/quality/80/optimize
봄봄봄,로이킴,"봄 봄 봄 봄이 왔네요
우리가 처음 만났던
그때의 향기 그대로
그대가 앉아 있었던 그 벤치 옆에
나무도 아직도 남아있네요
살아가다 보면
잊혀질 거라 했지만
그 말을 하며 안 될 거란 걸
알고 있었소
그대여 너를 처음 본 순간
나는 바로 알았지
그대여 나와 함께 해주오
이 봄이 가기 전에
다시 봄 봄 봄 봄이 왔네요
그대 없었던 내 가슴 시렸던
겨울을 지나
또 벚꽃 잎이 피어나듯이
다시 이 벤치에 앉아
추억을 그려 보네요
사랑하다 보면
무뎌질 때도 있지만
그 시간 마저 사랑이란 걸
이제 알았소
그대여 너를 처음 본 순간
나는 바로 알았지
그대여 나와 함께 해주오
이 봄이 가기 전에
우리 그만 참아요 이제 더 이상은
망설이지 마요
아팠던 날들은 이제 뒤로 하고
말할 거에요
그대여 너를 처음 본 순간
나는 바로 알았지
그대여 나와 함께 해 주오
이 봄이 가기 전에",https://www.melon.com/song/detail.htm?songId=4091105,https://cdnimg.melon.co.kr/cm/album/images/021/82/026/2182026_500.jpg/melon/resize/48/quality/80/optimize
Touch Love,윤미래,"내 손 끝에 그대가 스치면
차가웠던 심장에 온기가 번지죠
살며시 다가가 기대고만 싶지만
그대와의 거리는 좁혀지질 않네요
만질 수가 없어도 돼
안을 수도 없어도 돼
Lonely love
Yes I love you 내 운명처럼
그댈 느낄 수 있어요
랄랄라 랄라 랄라
랄랄라 랄라 랄라
랄랄라 랄라 랄라 랄라
내 맘 닿을 수 있어요
두 손을 내밀어 그댈 잡고 싶지만
더 멀어질 것 같아 그대 곁을 맴돌죠
사랑할 수 없어도 돼
닿을 수도 없어도 돼
Lonely love
Yes I love you 난 멀리서도
그댈 볼 수가 있어요
만질 수가 없어도 돼
안을 수도 없어도 돼
Lonely love
Yes I love you 내 운명처럼
그댈 느낄 수 있어요
랄랄라 랄라 랄라
랄랄라 랄라 랄라
랄랄라 랄라 랄라 랄라
내 맘 닿을 수 있어요
Lonely love",https://www.melon.com/song/detail.htm?songId=4221128,https://cdnimg.melon.co.kr/cm/album/images/021/98/610/2198610_500.jpg/melon/resize/48/quality/80/optimize
아는사람 얘기,San E,"내가 아는 사람 얘기해 줄게
며칠 전 사랑하는 그녀와 헤어진
주위 그냥 아는 사람
힘들고 많이 슬퍼하던데
너는 어떻게 생각해
아 내 얘기는 절대 아니야
그냥 그냥 아는 사람 얘기
그는 그녀를 너무 사랑했대
1년을 넘게 만났어도 반하겠대
여자들 앞에서 싱글이라 하던 그가
친구들에게도 자랑했대
예뻐 보였나 봐 그의 엄마가
어릴적 날마다 해준 말마따나
머리부터 발끝까지 넌 버릴 구석이 없다고
그 정도로 좋았었나 봐
매일 밤 택시 타고 그녈 데려다 주고
그는 막차 타고 집에 돌아와
수고스럽지만 1분 더 있고 싶어서
손잡고 있음 걱정 녹아내려서
그렇게 둘은 행복했대
여기까진 스토리 좋잖아 행복 백 배
근데 그 사람이 누구냐고
어 그냥 아는 사람
내가 아는 사람 얘기해 줄게
며칠 전 사랑하는 그녀와 헤어진
주위 그냥 아는 사람
힘들고 많이 슬퍼하던데
너는 어떻게 생각해
아 내 얘기는 절대 아니야
그냥 그냥 아는 사람 얘기
뭔가 이상했대 어느 순간부터
가까웠던 둘 사이에 어색함이 줄곧
왜 그런지 대체 모르겠더라고
후에 알고 보니 되게 멀리 떠난다고
그녀 울면서 이제 그만하쟤
하얀 손끝에 가재처럼 매달려 봤지만
더욱 아파하는 모습에 집게를 놨네
나는 말해 줬어 인정해 그년 널 사랑하지 않아
아냐 몇번이고 부정했어 애써
배고픈 거지처럼 구걸했지만
그녀가 준 건 사랑 아닌 동정
나 너무 슬퍼
나 방금 나라고 했니
너무 감정이입 했나 봐 이해 되지
근데 어떻게 이렇게 자세히도 아냐고
어 친하거든
내가 아는 사람 얘기해 줄게
며칠 전 사랑하는 그녀와 헤어진
주위 그냥 아는 사람
힘들고 많이 슬퍼하던데
너는 어떻게 생각해
아 내 얘기는 진짜 아니야
그냥 그냥 아는 사람 얘기
누군 이런일도 있다 해서
그냥 그냥 아는 사람 얘기
참 별일이야 유치하지 않냐
그냥 그냥 아는 사람 얘기
넌 근데 어떻게 생각해
그 남자가 어떻게 해야 될 것 같애
잡아야 할까 포기해야 할까
나 너무 진지한가
니가 아는 사람 얘기해 줄게
며칠 전 사랑하는 그녀와 헤어진
그래 지금 나란 사람
힘들고 많이 슬퍼 그러는데
이걸 어떻게 해야 해
아니다 아냐
그냥 그냥",https://www.melon.com/song/detail.htm?songId=4192787,https://cdnimg.melon.co.kr/cm/album/images/021/95/252/2195252_500.jpg/melon/resize/48/quality/80/optimize
U & I,에일리(Ailee),"Wait a minute Wait a minute
말 잘라 미안한데
왜 이러니 왜 이러니
자꾸 똑같은 말
우리 중 하난 먼저 얘기해야 돼
여기서 우리 그만 끝내
이제 그만 싸우고 싶어 하루도
그냥 넘어가는 일이 없어
내 하루가 의미 없어
1분 1초도 웃을 일 없어
더는 자신이 없어
오늘은 내가 말할래
네가 어디서
뭘 하든 상관 안 할래
가든 말든 네 맘대로 해
매번 지겹도록 반복되는
everyday U and I U and I U and I
Wait a minute Wait a minute
내게서 떨어져줄래
왜 이러니 왜이러니
이 손 놓고 말해
몇 번을 들어도
네 말은 거기서 거기
Tired of all your lies and
excuses now just get out my face
되돌릴 수 없어 예전으로
남보다 못한 사이가 됐어
우린 서로 부담이 됐어
너 말곤 내게 아무도 없어
더는 상관이 없어
그냥 너에게 말할래
네가 어디서
뭘 하든 상관 안 할래
가든 말든 네 맘대로 해
매번 지겹도록 반복되는
everyday U and I U and I U and I
네가 없는 이 곳에 남겨진
내가 울고 있을 거라
생각하겠지만 나는 괜찮아
반복될 일 없을 테니까
너와 나 여기서 그만
네가 어디서
뭘 하든 상관 안 할래
가든 말든 네 맘대로 해
매번 지겹도록 반복되는
everyday U and I U and I U and I",https://www.melon.com/song/detail.htm?songId=4171462,https://cdnimg.melon.co.kr/cm/album/images/021/92/532/2192532_500.jpg/melon/resize/48/quality/80/optimize
BAAAM (Feat. Muzie Of UV),다이나믹 듀오,"오전에 보낸 문자는 메아리가 없어
하루 종일 내 기분은 맥아리가 없어
친구들에겐 밀고 당기는 중
사실 니가 던진 떡밥에
완전 낚이는 중
뒤집어놓지 내 속과 니 전화
어깨 근처에 향수만 묻혀놓고 가냐
내가 너의 옹달샘은 아닌데
왜 항상 커피 아님 술만
얻어먹고 가냐
넌 논란의 캐릭터 뱃걸
희망이란 채찍으로 내 맘을 고문해
난 어둠의 기사 여기 밸트 매
걸쭉하게 취한 널 집에다 모셔주네
왠지 넌 사연 있는 여자 같아
가벼운 덤벨처럼 들었다 놨다
헷갈리게 해 너의 애매한 태도
어디야 지금 영화 예매했대도
그녀는 BAAAM BAAAM BAAAM
같은 여자
그녀는 BAAAM BAAAM BAAAM
근데 왜왜왜 끌리는 걸까
도대체 왜왜왜
내겐 너무 예뻐서
you're always in my heart
그녀는 BAAAM BAAAM BAAAM
같은 여자
연락이 뚝 끊겼다가도
늦은 새벽에 불쑥 날 찾아와
술 사달라고
콧소리 내면서
내 맘에 불 붙였다가도
갑자기 정색하곤 해
오늘은 그만하자고
아 답답해 내 맘은 굴뚝같은데
너는 연기처럼 날아가는 게
마치 손아귀에 잡힐 듯
가까이 왔다가도
왜 뱀처럼 미끄럽게 빠져나가는데
왜 내 맘에 똬리를 틀었어
삼킬게 아니라면 넌 왜 나를 물었어
KO 굴복한 내 맘을 넌 요요처럼
맘대로 밀고 당기고 바닥에다 굴렸어
나 질질 끌었어 너와의 관계를
알수록 알 수 없는 니 매력에
너무 끌려서
야릇하면서도 애매한
니 태도는 너무 얄미워
그게 내 호기심을 부풀렸어
그녀는 BAAAM BAAAM BAAAM
같은 여자
그녀는 BAAAM BAAAM BAAAM
근데 왜왜왜 끌리는 걸까
도대체 왜왜왜
내겐 너무 예뻐서
you're always in my heart
그녀는 BAAAM BAAAM BAAAM
같은 여자
니가 내 맘대로 안 돼서 나 답답해
내가 니 맘대로만 돼서 나 답답해
문자를 보내봐도 답장은 함흥차사
넌 정말 적당히 나빠서
나를 뜨겁게 만드는 것 같아
그녀는 BAAAM BAAAM BAAAM
같은 여자
그녀는 BAAAM BAAAM BAAAM
근데 왜왜왜 끌리는 걸까
도대체 왜왜왜
내겐 너무 예뻐서
you're always in my heart
그녀는 BAAAM 같은 여자",https://www.melon.com/song/detail.htm?songId=4160246,https://cdnimg.melon.co.kr/cm/album/images/021/90/970/2190970_500.jpg/melon/resize/48/quality/80/optimize
착해 빠졌어 (Stupid In Love),"소유 (SOYOU), 매드클라운","니 입술이 나를 욕해도
난 아니 아니야
니 마음이 나를 접어도
난 아니 아니야
내 눈물의 의미를 왜 몰라
끝내자는 게 아니야
안아 달란 말이야
평소완 다른 말투
심장이 시큰해
난 니가 낯설었고
비가 내릴 듯 하늘은 시커메
반복된 실망과 다툼 속
서론 지쳤고
넌 아마도 오늘 여기서 내게 꼭
이별을 말할 것 같아
순간 가슴에 불지른 듯
나도 모르게 소리쳤지
밀치고 부딪히고
널 보며 진저리 쳤지
너 왜 그렇게 슬픈 눈을 하고서
날 쳐다보고만 있어
항상 그랬지
난 모질고 넌 지겹게 착해 빠졌어
니 입술이 나를 욕해도
난 아니 아니야
니 마음이 나를 접어도
난 아니 아니야
내 눈물의 의미를 왜 몰라
끝내자는 게 아니야
안아 달란 말이야
혼자 아닌 둘이라
넌 더 외롭다 했어
슬픈 표정으로 넌 물었지
내 말 이해 할 수 있어
난 귀찮고 바쁘단 핑계로
널 짐처럼 취급했지
믿음은 플라스틱처럼 부러져
니 의심 지긋지긋했지
그리고 너희 집 앞
바래다준 마지막에
어김없이 폭탄 터졌지
참 더럽게도 징하게
서롤 밀쳤고 욕을 뱉고
우린 미쳤고
now we can't go back
누군가 그랬지
계절은 이별을 데리고 오네
계속 그렇게 거친 말 해
다신 안볼 듯 상처를 내봐
어차피 끝낼 맘이면
좀 더 제대로 나쁜 척해봐
너 짜증나게 굴지마
누굴 만나든 잘 살테니까
뒤늦게 다시 날 찾을 때
난 절대로 거기 없으니까
그냥 꺼지라 했지
울먹이는 니 모습 지겨워서
바보같이
아파하는 그 꼴 봐주기 힘겨워서
미안해 할 것 없어
주저하지 말고 말해 어서
이별의 순간 난 여전히 못났고
넌 끝까지 착해빠졌어
헤어지잔 말이 아니야
난 아니 아니야
싫어졌다는 말이 아니야
난 아니 아니야
내 눈물의 의미를 왜 몰라
잡아달란 말이야
안아달란 말이야
가지마 내 눈에 써놨잖아
내 눈물이 말하잖아
멀어져가는 우리
바라보기만 할 뿐 잡지 않아
길었던 연애의 끝
서로의 마음은 닿지 않아
제발 예전의 너로 돌아와
가지마 가지마
이제 끝낼 시간
somebody got to say goodbye
미안해 난 널 더는 사랑 하지 않아
진심 와 닿지 않아
만질 수 없고 볼 수 없어
아무것도 느낄 수 없어
괜찮아 날 욕해
넌 왜 끝까지 멍청하게
그리 착해 빠졌어
서로의 맘 헤프게 떠들며
그저 시간만 끌었지
너는 언제나 최선을 다했고
난 언제나 너의 최악이었지
알아 너가 더 참고
더 울고 더 외로웠어
이별의 순간 난 여전히 못났고
끝내 널 잡지 못했어
평소완 다른 말투 심장이 시큰해
난 니가 낯설었고
비가 내릴 듯 하늘은 시커메
반복된 실망과 다툼 속
서론 지쳤고
넌 아마도 오늘 여기서 내게 꼭
이별을 말할 것 같아",https://www.melon.com/song/detail.htm?songId=4237755,https://cdnimg.melon.co.kr/cm/album/images/022/00/521/2200521_500.jpg/melon/resize/48/quality/80/optimize
빠빠빠,크레용팝,"다같이 원 빠빠빠빠 빠빠빠빠
날따라 투 빠빠빠빠 빠빠빠빠
소리쳐 호 호 뛰어봐 쿵 쿵
날따라 해해 엄마도 파파도 같이
Go 빠빠빠빠 빠빠빠빠
신나게 Go 빠빠빠빠 빠빠빠빠
소리쳐 호 호 뛰어봐 쿵 쿵
날따라 해 해
팝 팝 크레용팝
Get Set ready Go
점핑 예 점핑 예 Everybody 점핑
예 점핑 다 같이 뛰어뛰어
점핑 예 점핑 예 Everybody
I don't want to stick at home now
점핑 예 점핑 예 Everybody 점핑
예 점핑 다 같이 뛰어뛰어
점핑 예 점핑 예 Everybody
I don't want to stick at home now
I don't want to stick at home now
걱정은 No 빠빠빠빠 빠빠빠빠
고민도 No 빠빠빠빠 빠빠빠빠
웃어봐 호 호 더크게 예 예
날따라 해 해
Get Set ready Go
점핑 예 점핑 예 Everybody 점핑
예 점핑 다 같이 뛰어뛰어
점핑 예 점핑 예 Everybody
I don't want to stick at home now
I don't want to stick at home now
날 따라 Follow 두 손을 올리고
뛰뛰뛰 뛰어보고 맘껏 소리 쳐보고
Hey You Guys 벗어나 Day Life
다같이 Let's say ready Go
점핑 예 점핑 예 Everybody 점핑
예 점핑 다 같이 뛰어뛰어
점핑 예 점핑 예 Everybody
I don't want to stick at home now
점핑 예 점핑 예 Everybody 점핑
예 점핑 다 같이 뛰어뛰어
점핑 예 점핑 예 Everybody
I don't want to stick at home now
I don't want to stick at home now
One Two Three 예",https://www.melon.com/song/detail.htm?songId=4148967,https://cdnimg.melon.co.kr/cm/album/images/021/89/686/2189686_500.jpg/melon/resize/48/quality/80/optimize
녹는 중 (Feat. 버벌진트),다비치,"끝난 줄 알았어
친구들이 말해줬던
이별의 공식 그대로라서
전활 꺼놨어
이대로 며칠만 버티면
난 너같은 거 잊을 줄 알았어
하지만 내 안의 내가
속삭이네
다시 너만큼 사랑할 사람
또 없을거라고
여기 저기 헤매다
다시 내게 돌아올 거라고
마지막일 수는 없다고
거짓말처럼
차갑게 얼었던 나의 맘
네 앞에선 녹아내리는 걸
추운 겨울에서
봄으로 계절이 바뀌듯
너 때문에 녹아내리는 중
사르륵 사르륵
녹아내리는 중
사르륵 사르륵
그 땐 왜 그랬어
지겨워서 그랬니
아니면 내가 뭔가 잘못했던거니
남자들이 그렇대
항상 곁에 있어주고
잘해주고 그러면 안 된대
네가 좋은 걸 어떡해
이런 날 울리는 네가 미워
욕해보고 원망하다가도
거짓말처럼
차갑게 얼었던 나의 맘
네 앞에선 녹아내리는 걸
추운 겨울에서
봄으로 계절이 바뀌듯
너 때문에 녹아내리는 중
gone is the winter right
흐느끼는 네 모습 이젠 더
난 보고 싶지 않아
내 마음이 그대로
너에게 가 닿을 수만 있다면
아마 넌 알텐데
그게 말처럼 쉽지 않아
너 그럴 때마다 무너져
내 맘 한 켠이
울지 마 이거 하나만 꼭 기억해
you're the only one babe
it's true
거짓말처럼
차갑게 얼었던 나의 맘
네 앞에선 녹아내리는 걸
추운 겨울에서
봄으로 계절이 바뀌듯
너 때문에 녹아내리는 중
사르륵 사르륵
녹아내리는 중
사르륵 사르륵
내가 바보라서
너밖에 모르는 나라서
그래서 다시 녹는 중",https://www.melon.com/song/detail.htm?songId=4072715,https://cdnimg.melon.co.kr/cm/album/images/021/79/893/2179893_500.jpg/melon/resize/48/quality/80/optimize
짧은머리,"허각, 정은지","멀리서 걸어오는 그대 모습이
참 달라보여
한없이 예뻐보이는 그댈 붙잡고
함께 걸어가
짧은 머리 짧은 치마 쌩얼인 얼굴
너 오늘 왠지 예뻐
짧은 머리 하얀 셔츠 체크 넥타이
오빠도 오늘 멋져
짧게 자른 그대 변화가
너무나도 난 예뻐
사랑스런 우리 둘이서 절대
변하지 마요
자꾸만 어색한지 머릴 만지는
그대 모습이
왜이리 귀여운건지 보면 볼수록
빠져들어가
짧은 머리 짧은 치마 쌩얼인 얼굴
너 오늘 왠지 예뻐
짧은 머리 하얀 셔츠 체크 넥타이
오빠도 오늘 멋져
짧게 자른 그대 변화가
너무나도 난 예뻐
사랑스런 우리 둘이서 절대
변하지 마요
솔직히 나 완벽한 남잔 아니지만
걱정말아요 내 눈엔
그대만 보여요
부족한 우리 둘이서 서로 채워줄
사랑을 만난거죠
영원히 난 그대만 난 그대만
우리 둘이 사랑해
짧은 머리 짧은 치마 쌩얼인 얼굴
너 오늘 왠지 예뻐
짧은 머리 하얀 셔츠 체크 넥타이
오빠도 오늘 멋져
짧게 자른 그대 변화가
너무나도 난 예뻐
사랑스런 우리 둘이서 절대
변하지 마요
사랑해 나도 사랑해
사랑해 나도 사랑해
사랑스런 우리 둘이서
절대 변하지 마요",https://www.melon.com/song/detail.htm?songId=4129672,https://cdnimg.melon.co.kr/cm/album/images/021/87/275/2187275_500.jpg/melon/resize/48/quality/80/optimize
벚꽃 엔딩,버스커 버스커,"그대여 그대여 그대여
그대여 그대여
오늘은 우리 같이 걸어요 이 거리를
밤에 들려오는 자장노래 어떤가요
오예
몰랐던 그대와 단 둘이 손 잡고
알 수 없는 이 떨림과 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
오예
그대여 우리 이제 손 잡아요
이 거리에 마침 들려오는
사랑 노래 어떤가요
오예
사랑하는 그대와 단 둘이 손잡고
알 수 없는 이 거리를 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
바람 불면 울렁이는 기분 탓에
나도 모르게
바람 불면 저편에서 그대여
니 모습이 자꾸 겹쳐
오 또 울렁이는 기분 탓에
나도 모르게
바람 불면 저편에서 그대여
니 모습이 자꾸 겹쳐
사랑하는 연인들이 많군요
알 수 없는 친구들이 많아요
흩날리는 벚꽃 잎이 많군요 좋아요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
그대여 그대여 그대여
그대여 그대여",https://www.melon.com/song/detail.htm?songId=3753304,https://cdnimg.melon.co.kr/cm/album/images/020/97/226/2097226_500.jpg/melon/resize/48/quality/80/optimize
처음엔 사랑이란게,버스커 버스커,"거리에 오 겹쳐진 그녀
모습 속에는
오 난 그어떤 그리움도
찾아볼 순 없군요
거리에 일렁이는 그녀
모습 속에는
오 난 그어떤 외로움도
찾아볼 순 없군요
처음엔 사랑이란 게 참 쉽게
영원할 거라
그렇게 믿었었는데 그렇게
믿었었는데
나에게 사랑이란 게 또다시
올수 있다면
그때는 가깝진 않게 그다지
멀지도 않게
난 예
벤치에 앉아있는 그녀
모습 속에는
오 난 그어떤 그리움도 찾아볼 순
없군요
벤치에 들려오는 그녀
웃음 속에는
오 난 그어떤 외로움도
찾아볼 순 없군요
처음엔 사랑이란 게 참 쉽게
영원할 거라
그렇게 믿었었는데 그렇게
믿었었는데
나에게 사랑이란 게 또다시
올수 있다면
그때는 가깝진 않게 그다지
멀지도 않게
머린 아픈데 오 너는 없고
그때 또 차오르는 니 생각에
어쩔 수 없는 나의 맘 그때의 밤
나에겐 사랑이란 게 아 사랑이란
처음엔 사랑이란 게 참 쉽게
영원할 거라
그렇게 믿었었는데 그렇게
믿었었는데
나에게 사랑이란 게
라랄라라 워 허허어 허어 워
허어허어 예
라랄라라 워 허허어 허어 워
허어허어 예",https://www.melon.com/song/detail.htm?songId=4252728,https://cdnimg.melon.co.kr/cm/album/images/022/02/410/2202410_500.jpg/melon/resize/48/quality/80/optimize
